WTA;Location;Tournament;Date;Tier;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;Wsets;Lsets;Comment;B365W;B365L;PSW;PSL;MaxW;MaxL;AvgW;AvgL
23;Paris;French Open;25/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Gracheva V.;Tomljanovic A.;71;42;914;1216;6;4;6;7;7;5;2;1;Completed;2,3;1,61;2,35;1,66;2,42;1,69;2,28;1,63
23;Paris;French Open;25/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Bencic B.;Andreescu B.;14;72;2525;913;6;2;6;4;;;2;0;Completed;1,61;2,3;1,62;2,42;1,65;2,55;1,59;2,37
23;Paris;French Open;25/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Trevisan M.;Linette M.;59;52;1038;1111;6;3;6;2;;;2;0;Completed;1,9;1,9;1,95;1,93;2,02;1,95;1,92;1,89
23;Paris;French Open;25/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Saville D.;Kvitova P.;127;34;496;1435;6;4;6;2;;;2;0;Completed;2,5;1,53;2,52;1,59;2,6;1,59;2,48;1,54
23;Paris;French Open;25/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Parry D.;Osorio M.;97;66;682;986;6;3;6;3;;;2;0;Completed;2,75;1,44;2,78;1,5;2,87;1,53;2,72;1,46
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Jeanjean L.;Pliskova Ka.;227;8;307;3678;6;2;6;2;;;2;0;Completed;4,5;1,2;4,71;1,22;5;1,25;4,5;1,21
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Pegula J.;Kalinina A.;11;36;2955;1387;6;1;5;7;6;4;2;1;Completed;1,53;2,5;1,55;2,56;1,57;2,75;1,52;2,53
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Badosa P.;Juvan K.;4;68;4545;980;7;5;3;6;6;2;2;1;Completed;1,16;5;1,2;5,17;1,22;5,5;1,18;4,87
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Begu I.;Alexandrova E.;63;31;1004;1531;6;7;6;3;6;4;2;1;Completed;2,75;1,44;2,74;1,51;3,01;1,55;2,69;1,47
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Kudermetova V.;Krunic A.;29;114;1585;562;6;3;6;3;;;2;0;Completed;1,3;3,5;1,34;3,53;1,34;3,82;1,31;3,47
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Kasatkina D.;Contreras Gomez F.;20;225;2115;312;6;0;6;3;;;2;0;Completed;1,07;9;1,07;10,55;1,11;11;1,06;9,22
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Rybakina E.;Volynets K.;16;135;2420;468;6;4;6;0;;;2;0;Completed;1,2;4,5;1,21;4,95;1,24;5;1,2;4,63
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Kovinic D.;Schmiedlova A.;95;92;713;724;6;3;7;5;;;2;0;Completed;1,61;2,3;1,67;2,33;1,68;2,4;1,63;2,28
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Keys M.;Garcia C.;22;79;1899;855;6;4;7;6;;;2;0;Completed;1,5;2,62;1,53;2,65;1,55;2,8;1,51;2,58
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Giorgi C.;Putintseva Y.;30;37;1583;1365;6;3;7;5;;;2;0;Completed;2,5;1,53;2,42;1,62;2,6;1,62;2,42;1,57
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Zheng Q.;Halep S.;74;19;879;2126;2;6;6;2;6;1;2;1;Completed;4,5;1,2;4,77;1,22;5;1,25;4,47;1,21
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Swiatek I.;Riske A.;1;43;7061;1201;6;0;6;2;;;2;0;Completed;1,01;21;1,02;22,17;1,03;25;1,01;18,05
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Sabalenka A.;Brengle M.;7;57;3966;1062;6;1;6;3;;;2;0;Completed;1,16;5;1,2;5,12;1,2;5,5;1,18;4,83
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Rogers S.;Collins D.;50;9;1134;3315;6;4;6;3;;;2;0;Completed;3,5;1,3;3,51;1,34;3,82;1,35;3,5;1,31
23;Paris;French Open;26/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Cornet A.;Ostapenko J.;40;13;1266;2536;6;0;1;6;6;3;2;1;Completed;2,75;1,44;2,61;1,55;2,78;1,57;2,61;1,5
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;2nd Round;3;Zidansek T.;Sherif M.;25;49;1683;1135;;;;;;;;;Walkover;1,72;2,1;1,72;2,2;1,76;2,25;1,7;2,15
23;Paris;French Open;27/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Anisimova A.;Muchova K.;28;81;1610;808;6;7;6;2;3;0;1;1;Retired;1,4;3;1,4;3,17;1,47;3,36;1,39;3,04
23;Paris;French Open;27/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Fernandez L.A.;Bencic B.;18;14;2245;2525;7;5;3;6;7;5;2;1;Completed;2,75;1,44;2,75;1,5;2,95;1,52;2,76;1,45
23;Paris;French Open;27/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Trevisan M.;Saville D.;59;127;1038;496;6;3;6;4;;;2;0;Completed;1,57;2,37;1,66;2,35;1,72;2,46;1,64;2,27
23;Paris;French Open;27/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Sasnovich A.;Kerber A.;47;17;1171;2354;6;4;7;6;;;2;0;Completed;1,9;1,9;1,92;1,97;2,1;2;1,91;1,9
23;Paris;French Open;27/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Gauff C.;Kanepi K.;23;46;1886;1177;6;3;6;4;;;2;0;Completed;1,53;2,5;1,57;2,55;1,64;2,6;1,55;2,46
23;Paris;French Open;27/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Mertens E.;Gracheva V.;32;71;1505;914;6;2;6;3;;;2;0;Completed;1,4;3;1,43;3,03;1,45;3,2;1,41;2,94
23;Paris;French Open;27/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Teichmann J.;Azarenka V.;24;15;1783;2440;4;6;7;5;7;6;2;1;Completed;1,9;1,9;1,95;1,93;1,96;1,97;1,91;1,91
23;Paris;French Open;27/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Stephens S.;Parry D.;64;97;1000;682;6;2;6;3;;;2;0;Completed;1,5;2,62;1,51;2,74;1,57;2,8;1,5;2,62
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Begu I.;Jeanjean L.;63;227;1004;307;6;1;6;4;;;2;0;Completed;1,36;3,2;1,35;3,45;1,43;3,45;1,36;3,2
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Swiatek I.;Kovinic D.;1;95;7061;713;6;3;7;5;;;2;0;Completed;1,01;21;1,02;17,54;1,03;29;1,02;16,68
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Kasatkina D.;Rogers S.;20;50;2115;1134;6;3;6;2;;;2;0;Completed;1,36;3,2;1,33;3,64;1,37;3,65;1,33;3,38
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Zheng Q.;Cornet A.;74;40;879;1266;6;0;3;0;;;1;0;Retired;1,61;2,3;1,67;2,32;1,73;2,33;1,66;2,22
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Giorgi C.;Sabalenka A.;30;7;1583;3966;4;6;6;1;6;0;2;1;Completed;3,4;1,33;3,44;1,35;3,9;1,36;3,48;1,31
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Pegula J.;Zidansek T.;11;25;2955;1683;6;1;7;6;;;2;0;Completed;1,36;3,2;1,42;3,07;1,43;3,2;1,38;3,04
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Kudermetova V.;Badosa P.;29;4;1585;4545;6;3;2;1;;;1;0;Retired;3,75;1,28;4,09;1,27;4,25;1,32;3,82;1,27
23;Paris;French Open;28/05/2022;Grand Slam;Outdoor;Clay;3rd Round;3;Keys M.;Rybakina E.;22;16;1899;2420;3;6;6;1;7;6;2;1;Completed;2,62;1,5;2,86;1,48;2,86;1,55;2,66;1,49
23;Paris;French Open;29/05/2022;Grand Slam;Outdoor;Clay;4th Round;3;Trevisan M.;Sasnovich A.;59;47;1038;1171;7;6;7;5;;;2;0;Completed;2;1,8;1,95;1,95;2,18;2,15;1,93;1,88
23;Paris;French Open;29/05/2022;Grand Slam;Outdoor;Clay;4th Round;3;Fernandez L.A.;Anisimova A.;18;28;2245;1610;6;3;4;6;6;3;2;1;Completed;2,75;1,44;2,78;1,51;3,05;1,53;2,71;1,48
23;Paris;French Open;29/05/2022;Grand Slam;Outdoor;Clay;4th Round;3;Gauff C.;Mertens E.;23;32;1886;1505;6;4;6;0;;;2;0;Completed;1,44;2,75;1,44;3,03;1,49;3,06;1,43;2,86
23;Paris;French Open;29/05/2022;Grand Slam;Outdoor;Clay;4th Round;3;Stephens S.;Teichmann J.;64;24;1000;1783;6;2;6;0;;;2;0;Completed;2,62;1,5;2,8;1,5;2,97;1,58;2,67;1,48
23;Paris;French Open;30/05/2022;Grand Slam;Outdoor;Clay;4th Round;3;Kasatkina D.;Giorgi C.;20;30;2115;1583;6;2;6;2;;;2;0;Completed;1,4;3;1,47;2,9;1,5;3;1,44;2,82
23;Paris;French Open;30/05/2022;Grand Slam;Outdoor;Clay;4th Round;3;Kudermetova V.;Keys M.;29;22;1585;1899;1;6;6;3;6;1;2;1;Completed;2,1;1,72;2,22;1,74;2,26;1,77;2,15;1,71
23;Paris;French Open;30/05/2022;Grand Slam;Outdoor;Clay;4th Round;3;Pegula J.;Begu I.;11;63;2955;1004;4;6;6;2;6;3;2;1;Completed;1,4;3;1,44;3,03;1,46;3,15;1,41;2,94
23;Paris;French Open;30/05/2022;Grand Slam;Outdoor;Clay;4th Round;3;Swiatek I.;Zheng Q.;1;74;7061;879;6;7;6;0;6;2;2;1;Completed;1,05;11;1,06;11,93;1,08;12;1,06;10,11
23;Paris;French Open;31/05/2022;Grand Slam;Outdoor;Clay;Quarterfinals;3;Trevisan M.;Fernandez L.A.;59;18;1038;2245;6;2;6;7;6;3;2;1;Completed;2,75;1,44;2,77;1,51;2,85;1,67;2,64;1,49
23;Paris;French Open;31/05/2022;Grand Slam;Outdoor;Clay;Quarterfinals;3;Gauff C.;Stephens S.;23;64;1886;1000;7;5;6;2;;;2;0;Completed;1,53;2,5;1,49;2,82;1,56;2,82;1,51;2,6
23;Paris;French Open;01/06/2022;Grand Slam;Outdoor;Clay;Quarterfinals;3;Kasatkina D.;Kudermetova V.;20;29;2115;1585;6;4;7;6;;;2;0;Completed;1,5;2,62;1,47;2,89;1,53;2,89;1,48;2,7
23;Paris;French Open;01/06/2022;Grand Slam;Outdoor;Clay;Quarterfinals;3;Swiatek I.;Pegula J.;1;11;7061;2955;6;3;6;2;;;2;0;Completed;1,11;6,5;1,11;8,19;1,15;8,19;1,11;6,86
23;Paris;French Open;02/06/2022;Grand Slam;Outdoor;Clay;Semifinals;3;Swiatek I.;Kasatkina D.;1;20;7061;2115;6;2;6;1;;;2;0;Completed;1,1;7;1,09;9,03;1,14;9,03;1,1;7,39
23;Paris;French Open;02/06/2022;Grand Slam;Outdoor;Clay;Semifinals;3;Gauff C.;Trevisan M.;23;59;1886;1038;6;3;6;1;;;2;0;Completed;1,33;3,4;1,34;3,61;1,43;3,61;1,36;3,19
23;Paris;French Open;04/06/2022;Grand Slam;Outdoor;Clay;The Final;3;Swiatek I.;Gauff C.;1;23;7061;1886;6;1;6;3;;;2;0;Completed;1,15;6;1,15;6,4;1,2;6,8;1,15;5,8
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;06/06/2022;WTA250;Outdoor;Grass;1st Round;3;Kalinskaya A.;Lamens S.;86;173;781;386;7;6;6;3;;;2;0;Completed;1,22;4,33;1,24;4,52;1,24;4,52;1,21;4,25
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Blinkova A.;Minnen G.;120;88;545;762;2;6;6;1;6;4;2;1;Completed;2,1;1,72;2,22;1,72;2,3;1,75;2,15;1,68
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Hartono A.;Preston T.;172;812;387;32;6;4;3;6;6;4;2;1;Completed;1,36;3,2;1,34;3,51;1,37;3,51;1,33;3,28
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;McNally C.;Saville D.;229;104;302;626;7;6;6;3;;;2;0;Completed;2,75;1,44;2,63;1,54;2,75;1,54;2,59;1,49
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Li A.;Samsonova L.;68;28;921;1650;6;3;6;4;;;2;0;Completed;3,4;1,33;3,66;1,32;3,66;1,36;3,41;1,31
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Bencic B.;Brengle M.;17;56;2585;1062;6;4;6;3;;;2;0;Completed;1,12;6;1,13;6,85;1,14;7,5;1,12;6,2
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Zidansek T.;Tan H.;59;121;1033;530;1;6;6;2;6;4;2;1;Completed;1,25;4;1,36;3,37;1,37;4,25;1,32;3,31
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Alexandrova E.;Yastremska D.;30;80;1526;814;2;6;7;6;6;2;2;1;Completed;1,36;3,2;1,41;3,19;1,45;3,2;1,37;3,07
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Sabalenka A.;Baindl K.;6;142;3966;452;6;4;6;1;;;2;0;Completed;1,06;10;1,07;10,97;1,08;12;1,05;9,86
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Kalinina A.;Gadecki O.;35;166;1347;400;6;3;4;6;6;4;2;1;Completed;1,36;3,2;1,41;3,11;1,41;3,5;1,35;3,15
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Rybakina E.;Loeb J.;21;227;2120;305;6;4;7;5;;;2;0;Completed;1,11;6,5;1,11;7,8;1,11;8;1,09;6,98
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Mertens E.;Sanders S.;29;240;1615;289;6;7;6;1;6;2;2;1;Completed;1,28;3,75;1,35;3,49;1,35;3,8;1,31;3,39
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Rogers S.;Diatchenko V.;42;113;1237;579;6;2;6;4;;;2;0;Completed;1,22;4,33;1,27;4,16;1,27;4,33;1,24;3,96
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Kudermetova V.;Jeanjean L.;24;149;1945;432;6;2;6;3;;;2;0;Completed;1,07;9;1,08;9,83;1,1;11;1,07;8,61
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Flipkens K.;Tikhonova A.;308;175;211;385;6;2;5;7;6;3;2;1;Completed;1,44;2,75;1,57;2,55;1,59;2,95;1,52;2,51
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Van Uytvanck A.;Korpatsch T.;46;105;1205;621;6;4;7;5;;;2;0;Completed;1,2;4,5;1,17;5,65;1,21;5,75;1,16;5,05
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Kudermetova V.;Blinkova A.;24;120;1945;545;5;7;5;2;;;0;1;Retired;1,25;4;1,25;4,42;1,29;4,42;1,24;3,99
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Van Uytvanck A.;Mertens E.;46;29;1205;1615;6;2;6;3;;;2;0;Completed;2,1;1,72;2,28;1,71;2,33;1,76;2,15;1,68
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Sabalenka A.;Hartono A.;6;172;3966;387;6;2;6;3;;;2;0;Completed;1,05;11;1,04;15,48;1,06;15,48;1,04;10,79
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;McNally C.;Zidansek T.;229;59;302;1033;6;1;6;1;;;2;0;Completed;1,66;2,2;1,75;2,2;1,75;2,4;1,68;2,17
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Flipkens K.;Li A.;308;68;211;921;6;1;6;1;;;2;0;Completed;3;1,4;3,15;1,41;3,15;1,46;2,88;1,4
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Bencic B.;Kalinskaya A.;17;86;2585;781;7;6;6;4;;;2;0;Completed;1,12;6;1,14;6,76;1,16;6,76;1,13;5,9
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Rogers S.;Rybakina E.;42;21;1237;2120;6;2;6;4;;;2;0;Completed;3,2;1,36;3,16;1,41;3,21;1,42;2,98;1,38
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Alexandrova E.;Kalinina A.;30;35;1526;1347;6;4;6;2;;;2;0;Completed;1,36;3,2;1,37;3,39;1,38;3,5;1,34;3,19
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;10/06/2022;WTA250;Outdoor;Grass;Quarterfinals;3;Kudermetova V.;Bencic B.;24;17;1945;2585;6;4;6;2;;;2;0;Completed;2,62;1,5;2,85;1,48;2,91;1,57;2,61;1,49
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;10/06/2022;WTA250;Outdoor;Grass;Quarterfinals;3;Sabalenka A.;Van Uytvanck A.;6;46;3966;1205;6;3;3;6;7;6;2;1;Completed;1,4;3;1,45;2,97;1,46;3,36;1,41;2,87
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;10/06/2022;WTA250;Outdoor;Grass;Quarterfinals;3;Alexandrova E.;McNally C.;30;229;1526;302;6;0;6;1;;;2;0;Completed;1,33;3,4;1,32;3,71;1,36;3,71;1,31;3,37
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;10/06/2022;WTA250;Outdoor;Grass;Quarterfinals;3;Rogers S.;Flipkens K.;42;308;1237;211;3;6;6;1;6;4;2;1;Completed;1,5;2,62;1,5;2,81;1,53;2,81;1,49;2,61
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;11/06/2022;WTA250;Outdoor;Grass;Semifinals;3;Alexandrova E.;Kudermetova V.;30;24;1526;1945;6;3;6;1;;;2;0;Completed;1,8;2;1,87;2,04;1,91;2,12;1,82;1,98
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;11/06/2022;WTA250;Outdoor;Grass;Semifinals;3;Sabalenka A.;Rogers S.;6;42;3966;1237;7;6;6;0;;;2;0;Completed;1,3;3,5;1,33;3,67;1,34;3,77;1,31;3,44
24;'s-Hertogenbosch;Rosmalen Grass Court Championships;12/06/2022;WTA250;Outdoor;Grass;The Final;3;Alexandrova E.;Sabalenka A.;30;6;1526;3966;7;5;6;0;;;2;0;Completed;2,3;1,61;2,11;1,81;2,45;1,81;2,17;1,69
25;Nottingham;Nottingham Open;06/06/2022;WTA250;Outdoor;Grass;1st Round;3;Dart H.;Vekic D.;114;90;574;752;6;4;6;3;;;2;0;Completed;3,4;1,33;3,08;1,42;3,4;1,42;3,09;1,36
25;Nottingham;Nottingham Open;06/06/2022;WTA250;Outdoor;Grass;1st Round;3;Watson H.;Volynets K.;102;123;633;526;6;4;6;2;;;2;0;Completed;1,8;2;1,83;2,07;1,9;2,1;1,8;1,99
25;Nottingham;Nottingham Open;06/06/2022;WTA250;Outdoor;Grass;1st Round;3;Burrage J.;Zhu L.;235;96;296;705;7;6;6;4;;;2;0;Completed;2,5;1,53;2,44;1,62;3;1,64;2,4;1,56
25;Nottingham;Nottingham Open;06/06/2022;WTA250;Outdoor;Grass;1st Round;3;Martincova T.;Dodin O.;60;85;1023;788;7;6;7;5;;;2;0;Completed;1,61;2,3;1,67;2,33;1,67;2,5;1,63;2,26
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Sakkari M.;Osorio M.;5;61;4016;1016;6;2;6;3;;;2;0;Completed;1,16;5;1,2;5,36;1,2;5,36;1,17;4,81
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Giorgi C.;Kartal S.;26;270;1753;257;6;4;6;3;;;2;0;Completed;1,16;5;1,2;5,03;1,22;5,25;1,18;4,73
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Marino R.;Silva E.;109;343;595;177;6;4;6;4;;;2;0;Completed;1,25;4;1,26;4,3;1,26;4,57;1,23;4,06
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Zhang S.;Bucsa C.;41;128;1240;496;7;6;6;3;;;2;0;Completed;1,4;3;1,41;3,12;1,57;3,12;1,43;2,8
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Linette M.;Kawa K.;67;129;971;486;7;6;6;2;;;2;0;Completed;1,2;4,5;1,23;4,61;1,25;4,61;1,21;4,34
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Golubic V.;Raducanu E.;55;11;1086;2975;4;3;;;;;0;0;Retired;2,5;1,53;3,13;1,41;3,14;1,56;2,58;1,49
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Haddad Maia B.;Wang Q.;48;146;1188;440;5;7;6;4;6;3;2;1;Completed;2;1,8;2;1,88;2;2,19;1,95;1,84
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Miyazaki Y.;Frech M.;234;92;298;740;6;4;1;6;6;1;2;1;Completed;3,75;1,28;;;3,76;1,33;3,48;1,29
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Tomljanovic A.;Wang Xin.;45;76;1216;854;6;4;6;4;;;2;0;Completed;1,5;2,62;1,49;2,79;1,53;2,86;1,47;2,64
25;Nottingham;Nottingham Open;07/06/2022;WTA250;Outdoor;Grass;1st Round;3;Boulter K.;Maria T.;136;106;459;614;4;6;6;1;6;4;2;1;Completed;1,72;2,1;1,65;2,38;1,75;2,47;1,65;2,22
25;Nottingham;Nottingham Open;08/06/2022;WTA250;Outdoor;Grass;1st Round;3;Garcia C.;Davis L.;75;93;855;724;6;3;7;6;;;2;0;Completed;1,8;2;1,87;2,02;1,88;2,11;1,79;2,02
25;Nottingham;Nottingham Open;08/06/2022;WTA250;Outdoor;Grass;1st Round;3;Riske A.;Snigur D.;40;130;1256;480;7;5;6;3;;;2;0;Completed;1,25;4;1,25;4,37;1,27;4,37;1,24;4,04
25;Nottingham;Nottingham Open;08/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Martincova T.;Linette M.;60;67;1023;971;6;2;7;6;;;2;0;Completed;2,1;1,72;2,1;1,83;2,17;1,9;2,07;1,74
25;Nottingham;Nottingham Open;08/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Zhang S.;Burrage J.;41;235;1240;296;6;2;7;6;;;2;0;Completed;1,33;3,4;1,32;3,8;1,34;3,84;1,29;3,53
25;Nottingham;Nottingham Open;08/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Golubic V.;Watson H.;55;102;1086;633;7;5;6;2;;;2;0;Completed;1,53;2,5;1,55;2,65;1,6;2,65;1,53;2,48
25;Nottingham;Nottingham Open;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Haddad Maia B.;Miyazaki Y.;48;234;1188;298;6;2;7;6;;;2;0;Completed;1,33;3,4;1,38;3,32;1,38;3,5;1,34;3,19
25;Nottingham;Nottingham Open;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Sakkari M.;Marino R.;5;109;4016;595;1;6;6;3;6;3;2;1;Completed;1,12;6;1,14;6,73;1,14;6,8;1,12;6,07
25;Nottingham;Nottingham Open;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Riske A.;Garcia C.;40;75;1256;855;6;4;7;5;;;2;0;Completed;1,44;2,75;1,41;3,19;1,5;3,19;1,43;2,76
25;Nottingham;Nottingham Open;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Dart H.;Giorgi C.;114;26;574;1753;5;7;6;4;7;6;2;1;Completed;4;1,25;4,16;1,28;4,16;1,29;3,83;1,25
25;Nottingham;Nottingham Open;09/06/2022;WTA250;Outdoor;Grass;2nd Round;3;Tomljanovic A.;Boulter K.;45;136;1216;459;6;3;6;4;;;2;0;Completed;1,57;2,37;1,56;2,6;1,65;2,88;1,54;2,44
25;Nottingham;Nottingham Open;10/06/2022;WTA250;Outdoor;Grass;Quarterfinals;3;Martincova T.;Zhang S.;60;41;1023;1240;6;3;6;2;;;2;0;Completed;1,72;2,1;1,75;2,2;1,8;2,35;1,72;2,11
25;Nottingham;Nottingham Open;10/06/2022;WTA250;Outdoor;Grass;Quarterfinals;3;Haddad Maia B.;Sakkari M.;48;5;1188;4016;6;4;4;6;6;3;2;1;Completed;3;1,4;3,25;1,4;3,25;1,44;2,94;1,39
25;Nottingham;Nottingham Open;10/06/2022;WTA250;Outdoor;Grass;Quarterfinals;3;Riske A.;Dart H.;40;114;1256;574;4;6;6;2;6;1;2;1;Completed;1,22;4,33;1,26;4,33;1,26;4,48;1,22;4,13
25;Nottingham;Nottingham Open;10/06/2022;WTA250;Outdoor;Grass;Quarterfinals;3;Golubic V.;Tomljanovic A.;55;45;1086;1216;6;2;7;6;;;2;0;Completed;2,5;1,53;2,62;1,56;2,62;1,66;2,43;1,55
25;Nottingham;Nottingham Open;11/06/2022;WTA250;Outdoor;Grass;Semifinals;3;Haddad Maia B.;Martincova T.;48;60;1188;1023;6;3;4;1;;;1;0;Retired;2;1,8;2,25;1,72;2,33;1,83;2,12;1,72
25;Nottingham;Nottingham Open;11/06/2022;WTA250;Outdoor;Grass;Semifinals;3;Riske A.;Golubic V.;40;55;1256;1086;6;3;4;6;6;3;2;1;Completed;1,44;2,75;1,47;2,91;1,54;2,91;1,47;2,67
